/egr/research-slim/ghoshavr/edge-of-stability/src/utilities.py:242: UserWarning: torch.linalg.svd: During SVD computation with the selected cusolver driver, batches 0 failed to converge. A more accurate method will be used to compute the SVD as a fallback. Check doc at https://pytorch.org/docs/stable/generated/torch.linalg.svd.html (Triggered internally at /opt/conda/conda-bld/pytorch_1670525541035/work/aten/src/ATen/native/cuda/linalg/BatchLinearAlgebraLib.cpp:869.)
  u, s, v = torch.svd(layer.weight.data)
device: cuda:0
output directory: RESULTS/cifar10-20k/fc-relu/seed_0/mse/gd//lr_0.2
Files already downloaded and verified
Files already downloaded and verified
eigenvalues:  tensor([15.4596, 14.0058])
0	0.519	0.084	0.518	0.090
10	0.400	0.363	0.402	0.354
20	0.384	0.405	0.389	0.388
30	0.378	0.421	0.384	0.400
40	0.372	0.437	0.380	0.412
50	0.362	0.460	0.373	0.429
60	0.360	0.463	0.373	0.424
70	0.354	0.477	0.369	0.437
80	0.357	0.468	0.373	0.429
90	0.345	0.498	0.363	0.450
eigenvalues:  tensor([11.6619, 11.1834])
100	0.346	0.505	0.364	0.449
110	0.348	0.491	0.367	0.440
120	0.339	0.514	0.361	0.455
130	0.337	0.522	0.361	0.452
140	0.342	0.509	0.368	0.437
150	0.334	0.525	0.361	0.451
160	0.331	0.526	0.360	0.452
170	0.338	0.521	0.366	0.452
180	0.333	0.525	0.364	0.445
190	0.325	0.547	0.358	0.463
eigenvalues:  tensor([11.8051, 11.2987])
200	0.326	0.545	0.360	0.460
210	0.326	0.546	0.361	0.456
220	0.321	0.549	0.360	0.453
230	0.320	0.562	0.360	0.462
240	0.317	0.568	0.359	0.459
250	0.317	0.567	0.360	0.461
260	0.312	0.577	0.356	0.465
270	0.307	0.588	0.351	0.475
280	0.314	0.579	0.360	0.467
290	0.305	0.600	0.352	0.479
eigenvalues:  tensor([14.2766, 12.9217])
300	0.310	0.579	0.360	0.455
310	0.300	0.605	0.351	0.479
320	0.300	0.610	0.354	0.470
330	0.298	0.614	0.353	0.475
340	0.308	0.588	0.363	0.456
350	0.295	0.617	0.354	0.472
360	0.298	0.618	0.357	0.468
370	0.290	0.637	0.350	0.485
380	0.288	0.634	0.350	0.481
390	0.292	0.620	0.354	0.475
eigenvalues:  tensor([13.3654, 13.2924])
400	0.296	0.615	0.357	0.468
410	0.289	0.629	0.353	0.476
420	0.280	0.656	0.348	0.488
430	0.282	0.654	0.351	0.481
440	0.286	0.641	0.354	0.472
450	0.280	0.655	0.350	0.485
460	0.296	0.627	0.366	0.465
470	0.275	0.669	0.350	0.483
480	0.284	0.645	0.358	0.470
490	0.283	0.643	0.358	0.467
eigenvalues:  tensor([13.1207, 12.6950])
500	0.277	0.669	0.357	0.469
510	0.283	0.645	0.361	0.466
520	0.274	0.668	0.355	0.477
530	0.275	0.654	0.358	0.471
540	0.271	0.666	0.357	0.478
550	0.275	0.669	0.357	0.474
560	0.266	0.695	0.353	0.481
570	0.279	0.661	0.363	0.468
580	0.271	0.676	0.359	0.475
590	0.271	0.672	0.360	0.471
eigenvalues:  tensor([14.4479, 13.0343])
600	0.277	0.661	0.363	0.457
610	0.274	0.667	0.364	0.465
620	0.262	0.691	0.357	0.471
630	0.257	0.703	0.355	0.484
640	0.255	0.709	0.354	0.486
650	0.256	0.702	0.355	0.485
660	0.255	0.710	0.355	0.481
670	0.249	0.729	0.350	0.487
680	0.248	0.732	0.353	0.484
690	0.280	0.670	0.379	0.451
eigenvalues:  tensor([16.2179, 15.9856])
700	0.268	0.678	0.371	0.460
710	0.251	0.720	0.358	0.479
720	0.247	0.738	0.356	0.476
730	0.240	0.750	0.353	0.491
740	0.258	0.702	0.368	0.467
750	0.253	0.716	0.363	0.472
760	0.243	0.742	0.357	0.483
770	0.237	0.758	0.355	0.487
780	0.249	0.724	0.363	0.479
790	0.242	0.747	0.358	0.482
eigenvalues:  tensor([16.7700, 14.2941])
800	0.240	0.739	0.360	0.479
810	0.239	0.746	0.361	0.478
820	0.236	0.762	0.359	0.483
830	0.246	0.734	0.371	0.458
840	0.244	0.745	0.365	0.471
850	0.237	0.757	0.360	0.476
860	0.236	0.759	0.361	0.482
870	0.243	0.739	0.368	0.463
880	0.230	0.773	0.361	0.476
890	0.243	0.738	0.371	0.466
eigenvalues:  tensor([15.1683, 14.7914])
900	0.244	0.734	0.375	0.462
910	0.240	0.745	0.371	0.465
920	0.228	0.781	0.360	0.479
930	0.229	0.769	0.361	0.477
940	0.229	0.767	0.365	0.478
950	0.215	0.800	0.354	0.494
960	0.232	0.750	0.371	0.474
970	0.229	0.758	0.368	0.479
980	0.227	0.760	0.367	0.478
990	0.234	0.753	0.372	0.468
eigenvalues:  tensor([17.1790, 16.0836])
1000	0.234	0.751	0.379	0.457
1010	0.221	0.775	0.366	0.482
1020	0.222	0.775	0.367	0.477
1030	0.214	0.796	0.364	0.477
1040	0.213	0.795	0.365	0.479
1050	0.242	0.744	0.382	0.452
1060	0.215	0.801	0.367	0.478
1070	0.229	0.765	0.383	0.457
1080	0.218	0.801	0.369	0.479
1090	0.225	0.773	0.372	0.467
eigenvalues:  tensor([18.1153, 15.8744])
1100	0.217	0.787	0.370	0.478
1110	0.243	0.734	0.392	0.454
1120	0.213	0.799	0.361	0.483
1130	0.216	0.799	0.371	0.464
1140	0.216	0.788	0.374	0.465
1150	0.224	0.772	0.381	0.462
1160	0.208	0.815	0.368	0.478
1170	0.205	0.819	0.367	0.488
1180	0.216	0.790	0.374	0.473
1190	0.211	0.822	0.374	0.464
eigenvalues:  tensor([19.5223, 12.7795])
1200	0.214	0.801	0.380	0.458
1210	0.215	0.790	0.381	0.461
1220	0.208	0.807	0.375	0.462
1230	0.203	0.825	0.375	0.473
1240	0.217	0.797	0.378	0.462
1250	0.194	0.843	0.369	0.484
