/egr/research-slim/ghoshavr/edge-of-stability/src/utilities.py:242: UserWarning: torch.linalg.svd: During SVD computation with the selected cusolver driver, batches 0 failed to converge. A more accurate method will be used to compute the SVD as a fallback. Check doc at https://pytorch.org/docs/stable/generated/torch.linalg.svd.html (Triggered internally at /opt/conda/conda-bld/pytorch_1670525541035/work/aten/src/ATen/native/cuda/linalg/BatchLinearAlgebraLib.cpp:869.)
  u, s, v = torch.svd(layer.weight.data)
device: cuda:0
output directory: RESULTS/cifar10/fc-relu/seed_0/mse/gd//lr_0.15
Files already downloaded and verified
Files already downloaded and verified
eigenvalues:  tensor([15.4596, 14.0058])
0	0.518	0.085	0.518	0.090
10	0.406	0.343	0.405	0.341
20	0.393	0.377	0.393	0.375
30	0.384	0.399	0.384	0.398
40	0.377	0.416	0.379	0.413
50	0.372	0.427	0.374	0.423
60	0.369	0.436	0.371	0.431
70	0.366	0.443	0.369	0.435
80	0.363	0.452	0.367	0.443
90	0.359	0.460	0.364	0.451
eigenvalues:  tensor([15.2218, 13.9084])
100	0.356	0.466	0.362	0.455
110	0.357	0.465	0.363	0.452
120	0.357	0.465	0.363	0.446
130	0.351	0.478	0.358	0.463
140	0.350	0.479	0.357	0.461
150	0.347	0.487	0.355	0.465
160	0.350	0.481	0.358	0.461
170	0.346	0.485	0.355	0.463
180	0.343	0.494	0.353	0.474
190	0.342	0.498	0.351	0.477
eigenvalues:  tensor([15.3381, 14.3544])
200	0.345	0.493	0.354	0.467
210	0.339	0.505	0.349	0.474
220	0.339	0.506	0.350	0.474
230	0.341	0.503	0.353	0.468
240	0.337	0.515	0.349	0.475
250	0.336	0.512	0.349	0.476
260	0.336	0.512	0.349	0.479
270	0.333	0.516	0.347	0.479
280	0.334	0.516	0.348	0.475
290	0.333	0.522	0.348	0.476
eigenvalues:  tensor([14.7166, 14.3653])
300	0.330	0.527	0.346	0.480
310	0.329	0.527	0.344	0.484
320	0.329	0.527	0.345	0.482
330	0.327	0.535	0.343	0.490
340	0.331	0.518	0.347	0.477
350	0.326	0.534	0.343	0.490
360	0.327	0.538	0.345	0.488
370	0.325	0.533	0.344	0.484
380	0.323	0.538	0.342	0.491
390	0.321	0.548	0.340	0.497
eigenvalues:  tensor([15.8742, 15.0970])
400	0.329	0.535	0.349	0.477
410	0.322	0.540	0.343	0.488
420	0.320	0.547	0.340	0.494
430	0.318	0.555	0.339	0.494
440	0.320	0.553	0.342	0.491
450	0.320	0.551	0.342	0.493
460	0.318	0.552	0.340	0.499
470	0.316	0.552	0.339	0.497
480	0.315	0.551	0.339	0.496
490	0.315	0.555	0.339	0.499
eigenvalues:  tensor([15.9881, 15.5365])
500	0.315	0.557	0.340	0.496
510	0.314	0.559	0.339	0.497
520	0.317	0.551	0.342	0.489
530	0.312	0.564	0.338	0.500
540	0.312	0.562	0.338	0.498
550	0.312	0.564	0.337	0.504
