/egr/research-slim/ghoshavr/edge-of-stability/src/utilities.py:242: UserWarning: torch.linalg.svd: During SVD computation with the selected cusolver driver, batches 0 failed to converge. A more accurate method will be used to compute the SVD as a fallback. Check doc at https://pytorch.org/docs/stable/generated/torch.linalg.svd.html (Triggered internally at /opt/conda/conda-bld/pytorch_1670525541035/work/aten/src/ATen/native/cuda/linalg/BatchLinearAlgebraLib.cpp:869.)
  u, s, v = torch.svd(layer.weight.data)
device: cuda:0
output directory: RESULTS/cifar10-10k/fc-relu/seed_0/mse/gd//lr_0.2
Files already downloaded and verified
Files already downloaded and verified
eigenvalues:  tensor([15.4596, 14.0058])
0	0.520	0.082	0.518	0.090
10	0.395	0.378	0.402	0.352
20	0.381	0.413	0.392	0.376
30	0.367	0.451	0.383	0.399
40	0.358	0.478	0.378	0.415
50	0.360	0.468	0.383	0.400
60	0.347	0.501	0.375	0.424
70	0.346	0.511	0.378	0.415
80	0.340	0.520	0.376	0.425
90	0.336	0.529	0.376	0.427
eigenvalues:  tensor([13.2806, 12.2813])
100	0.333	0.542	0.375	0.431
110	0.341	0.515	0.385	0.401
120	0.320	0.576	0.369	0.444
130	0.316	0.582	0.367	0.446
140	0.329	0.551	0.380	0.421
150	0.309	0.604	0.367	0.448
160	0.317	0.573	0.377	0.423
170	0.309	0.605	0.372	0.435
180	0.301	0.615	0.368	0.450
190	0.309	0.590	0.377	0.432
eigenvalues:  tensor([11.9140, 11.2829])
200	0.294	0.642	0.365	0.449
210	0.301	0.605	0.375	0.429
220	0.297	0.626	0.378	0.429
230	0.287	0.650	0.368	0.451
240	0.287	0.659	0.370	0.445
250	0.289	0.649	0.374	0.443
260	0.286	0.634	0.375	0.437
270	0.283	0.675	0.374	0.443
280	0.273	0.696	0.368	0.451
290	0.289	0.646	0.384	0.425
eigenvalues:  tensor([13.7818, 12.8351])
300	0.277	0.681	0.377	0.443
310	0.269	0.698	0.373	0.447
320	0.274	0.679	0.377	0.445
330	0.270	0.700	0.375	0.447
340	0.287	0.662	0.390	0.421
350	0.262	0.717	0.377	0.449
360	0.265	0.708	0.381	0.434
370	0.263	0.701	0.384	0.434
380	0.260	0.730	0.383	0.439
390	0.256	0.726	0.383	0.442
eigenvalues:  tensor([14.1982, 13.1021])
400	0.247	0.749	0.374	0.451
410	0.252	0.745	0.381	0.444
420	0.247	0.764	0.378	0.453
430	0.233	0.777	0.374	0.457
440	0.237	0.770	0.376	0.456
450	0.236	0.774	0.375	0.451
460	0.246	0.752	0.386	0.439
470	0.229	0.798	0.376	0.451
480	0.234	0.780	0.382	0.444
490	0.220	0.812	0.372	0.461
eigenvalues:  tensor([15.1023, 14.6064])
500	0.241	0.760	0.392	0.441
510	0.229	0.790	0.390	0.436
520	0.221	0.800	0.382	0.444
530	0.235	0.774	0.395	0.435
540	0.220	0.795	0.382	0.451
550	0.232	0.773	0.399	0.439
560	0.206	0.830	0.377	0.457
570	0.219	0.810	0.395	0.437
580	0.229	0.774	0.399	0.444
590	0.206	0.830	0.382	0.459
eigenvalues:  tensor([16.9393, 16.5846])
600	0.231	0.781	0.408	0.433
610	0.207	0.813	0.391	0.445
620	0.201	0.840	0.383	0.449
630	0.230	0.790	0.408	0.417
640	0.199	0.853	0.384	0.454
650	0.205	0.838	0.400	0.438
660	0.200	0.841	0.392	0.435
670	0.203	0.831	0.396	0.435
680	0.211	0.814	0.401	0.426
690	0.209	0.814	0.402	0.428
eigenvalues:  tensor([15.7616, 14.3789])
700	0.213	0.814	0.409	0.432
710	0.195	0.843	0.400	0.445
720	0.192	0.857	0.404	0.436
730	0.201	0.833	0.404	0.433
740	0.206	0.836	0.409	0.436
750	0.184	0.862	0.397	0.444
760	0.180	0.881	0.397	0.442
770	0.185	0.864	0.401	0.437
780	0.176	0.888	0.390	0.456
790	0.195	0.833	0.405	0.418
eigenvalues:  tensor([14.6407, 13.9253])
800	0.163	0.909	0.387	0.458
810	0.185	0.857	0.407	0.435
820	0.177	0.870	0.403	0.432
830	0.201	0.836	0.426	0.417
840	0.184	0.866	0.411	0.428
850	0.194	0.847	0.422	0.425
860	0.177	0.874	0.409	0.446
870	0.185	0.855	0.416	0.426
880	0.163	0.902	0.406	0.442
890	0.159	0.913	0.398	0.448
eigenvalues:  tensor([17.7583, 14.8075])
900	0.180	0.879	0.420	0.422
910	0.158	0.904	0.403	0.439
920	0.185	0.865	0.425	0.424
930	0.157	0.910	0.404	0.444
940	0.165	0.882	0.409	0.438
950	0.156	0.909	0.404	0.440
960	0.165	0.890	0.414	0.428
970	0.181	0.861	0.426	0.423
980	0.165	0.885	0.414	0.438
990	0.151	0.923	0.402	0.438
eigenvalues:  tensor([16.1268, 15.9255])
1000	0.164	0.895	0.418	0.423
1010	0.165	0.891	0.419	0.432
1020	0.154	0.914	0.404	0.438
1030	0.157	0.904	0.422	0.429
1040	0.147	0.917	0.410	0.438
1050	0.156	0.913	0.422	0.426
1060	0.157	0.893	0.419	0.430
1070	0.161	0.899	0.422	0.426
1080	0.169	0.885	0.441	0.425
1090	0.140	0.932	0.410	0.435
eigenvalues:  tensor([15.2667, 14.5040])
1100	0.139	0.934	0.414	0.428
1110	0.173	0.890	0.422	0.412
1120	0.133	0.935	0.411	0.445
1130	0.143	0.920	0.420	0.450
1140	0.144	0.914	0.420	0.433
1150	0.130	0.948	0.406	0.444
1160	0.136	0.939	0.403	0.438
1170	0.134	0.936	0.419	0.441
1180	0.148	0.923	0.424	0.419
1190	0.151	0.909	0.425	0.424
eigenvalues:  tensor([17.9078, 16.4206])
1200	0.174	0.874	0.443	0.402
1210	0.134	0.936	0.420	0.425
1220	0.152	0.901	0.431	0.408
1230	0.148	0.909	0.429	0.426
1240	0.124	0.945	0.416	0.425
1250	0.159	0.895	0.445	0.395
1260	0.126	0.939	0.420	0.431
1270	0.114	0.950	0.414	0.441
1280	0.121	0.957	0.416	0.437
1290	0.143	0.915	0.435	0.428
eigenvalues:  tensor([16.4547, 14.2832])
1300	0.121	0.952	0.410	0.439
1310	0.150	0.905	0.439	0.432
1320	0.111	0.961	0.412	0.438
1330	0.131	0.935	0.429	0.421
1340	0.123	0.951	0.412	0.443
1350	0.132	0.935	0.433	0.434
1360	0.122	0.942	0.427	0.436
1370	0.120	0.947	0.429	0.432
1380	0.111	0.954	0.419	0.441
1390	0.121	0.954	0.421	0.428
eigenvalues:  tensor([17.9559, 17.3829])
1400	0.112	0.955	0.428	0.433
1410	0.110	0.958	0.423	0.440
1420	0.128	0.936	0.441	0.431
1430	0.094	0.972	0.412	0.446
1440	0.110	0.962	0.427	0.437
1450	0.274	0.738	0.491	0.361
1460	0.117	0.963	0.416	0.430
1470	0.135	0.934	0.434	0.416
1480	0.124	0.949	0.421	0.423
1490	0.109	0.965	0.422	0.430
eigenvalues:  tensor([19.8214, 16.0076])
1500	0.126	0.941	0.440	0.431
1510	0.133	0.939	0.434	0.410
1520	0.105	0.967	0.415	0.434
1530	0.103	0.964	0.425	0.437
1540	0.109	0.957	0.425	0.428
1550	0.118	0.949	0.431	0.419
1560	0.097	0.974	0.423	0.427
1570	0.092	0.974	0.422	0.440
1580	0.118	0.948	0.446	0.417
1590	0.103	0.960	0.434	0.429
eigenvalues:  tensor([18.4244, 17.6937])
1600	0.097	0.972	0.430	0.425
1610	0.109	0.959	0.433	0.413
1620	0.103	0.969	0.432	0.424
1630	0.106	0.960	0.435	0.426
1640	0.112	0.969	0.439	0.412
1650	0.102	0.974	0.439	0.420
1660	0.110	0.956	0.441	0.410
1670	0.101	0.967	0.433	0.417
1680	0.118	0.953	0.435	0.412
1690	0.094	0.973	0.429	0.427
eigenvalues:  tensor([16.8579, 15.7243])
1700	0.108	0.965	0.441	0.420
1710	0.100	0.967	0.439	0.416
1720	0.096	0.972	0.441	0.425
1730	0.100	0.970	0.434	0.427
1740	0.106	0.961	0.442	0.420
1750	0.112	0.961	0.445	0.419
1760	0.094	0.967	0.422	0.435
1770	0.093	0.970	0.432	0.431
1780	0.091	0.969	0.434	0.430
1790	0.102	0.967	0.435	0.424
eigenvalues:  tensor([15.2549, 14.5496])
1800	0.091	0.979	0.434	0.423
1810	0.101	0.969	0.448	0.424
1820	0.099	0.965	0.432	0.428
1830	0.119	0.938	0.455	0.385
1840	0.091	0.977	0.435	0.422
1850	0.104	0.958	0.445	0.420
1860	0.083	0.982	0.430	0.425
1870	0.086	0.980	0.433	0.421
1880	0.081	0.983	0.425	0.428
1890	0.097	0.965	0.438	0.430
eigenvalues:  tensor([14.8848, 14.3028])
1900	0.073	0.982	0.422	0.440
1910	0.091	0.977	0.437	0.421
1920	0.102	0.972	0.444	0.410
1930	0.075	0.991	0.428	0.429
1940	0.083	0.981	0.431	0.420
1950	0.082	0.982	0.432	0.423
1960	0.090	0.975	0.442	0.406
1970	0.087	0.978	0.444	0.419
1980	0.080	0.984	0.439	0.434
1990	0.084	0.981	0.435	0.419
eigenvalues:  tensor([17.8184, 16.3353])
2000	0.084	0.981	0.435	0.430
2010	0.084	0.979	0.439	0.413
2020	0.075	0.982	0.441	0.424
2030	0.079	0.985	0.433	0.420
2040	0.480	0.728	0.752	0.335
Traceback (most recent call last):
  File "src/gd.py", line 126, in <module>
    seed=args.seed,device_id=args.device_id)
  File "src/gd.py", line 58, in main
    store_singular_values(network, singular_value_storage)
  File "/egr/research-slim/ghoshavr/edge-of-stability/src/utilities.py", line 242, in store_singular_values
    u, s, v = torch.svd(layer.weight.data)
torch._C._LinAlgError: linalg.svd: The algorithm failed to converge because the input matrix is ill-conditioned or has too many repeated singular values (error code: 199).
